Name,Description,Manufacturer,Category
XBO2000W/H OFR - $475.00,2000W/28V Xenon Short Arc,  Osram,Specialty Discharge Lamps
XBO2500W/HS OFR - $825.00,2500W/26V Xenon Short Arc,  Osram,Specialty Discharge Lamps
"XBO7000W/HS OFR - $1,400.00",7000W/42V Xenon Short Arc,  Osram,Specialty Discharge Lamps
HBO103W/2 - $110.00,100W/23V Mercury Short Arc,  Osram,Specialty Discharge Lamps
HBO50W AC L1 - $110.00,50W/37V Mercury Short Arc,  Osram,Specialty Discharge Lamps
XBO75W/2 OFR - $175.00,75W/14V Xenon Short Arc,  Osram,Specialty Discharge Lamps
HMI1200W/DX5 - $115.00,HMI double ended metal halide (55139),  Osram,Specialty Discharge Lamps
MSR400SA/DE Gold - $150.00,400W/SFc10-4/7500K/70CRI,  Philips,Specialty Discharge Lamps
XBO75W/2 OFR - $175.00,75W/14V Xenon Short Arc,  Osram,Medical/Microscope
HBO50W AC L2 - $110.00,50W/42V Mercury Short Arc,  Osram,Medical/Microscope
HBO100W/2 - $110.00,100W/20V Mercury Short Arc,  Osram,Medical/Microscope
BLC - $4.00,30W/120V Incandescent,  GE,Medical/Microscope
EKE - $9.00,150W/21V/MR16,  Osram,Medical/Microscope
FCR - $3.25,100W/12V/64625HLX,  Osram,Medical/Microscope
ESA/FHD - $0.00,10W/6V/T3,  Osram,Medical/Microscope
JC6V30W - $7.50,30W/6V/G4,  Ushio,Medical/Microscope
HBO50W AC L1 - $110.00,50W/37V Mercury Short Arc,  Osram,Medical/Microscope
HBO50W/3 - $100.00,50W/23V Mercury Short Arc,  Osram,Medical/Microscope
HBO103W/2 - $110.00,100W/23V Mercury Short Arc,  Osram,Medical/Microscope
BRL - $3.00,50W/12V - 64610HLX,  Osram,Medical/Microscope
EJA - $9.50,150W/21V/MR16/Gx5.3,  Osram,Medical/Microscope
EVA - $6.50,100W/12V,  Osram,Medical/Microscope
1460X - $6.50,2.75A/6.5V/S8/DCPrefocus,  Eiko,Medical/Microscope
CXE 300 - $265.00,300 watt Ceramic Xenon Incandescent,  GE,Medical/Microscope
LU35/MED - $12.00,35W/52V/ED17/E26/Clear,  Eiko,HID
LU50 - $12.00,50W/52V/ED23.5/E39/Clear,  Eiko,HID
LU50/MED - $10.50,50W/52V/ED17/E26/Clear,  Eiko,HID
LU70 - $12.00,70W/52V/ED23.5/E39/Clear,  Eiko,HID
LU70/MED - $12.00,70W/52V/ED17/E26/Clear,  Eiko,HID
LU100 - $11.00,100W/55V/ED23.5/E39/Clear,  Eiko,HID
LU100/MED - $10.00,100W/55V/ED17/E26/Clear,  Eiko,HID
LU150/55/MED - $10.00,150W/55V/ED17/E26/Clear,  Eiko,HID
LU150/55 - $11.00,150W/55V/ED23/E39/Clear,  Eiko,HID
LU150/100 - $11.00,150W/100V/ED28/E39/Clear,  Eiko,HID
LU200 - $17.00,200W/100V/ED18/E39/Clear,  Eiko,HID
LU250/D - $14.00,250W/100V/ED28/E39/Diffused,  Eiko,HID
LU400 - $10.00,400W/100V/ED18/E39/Clear,  Eiko,HID
LU600 - $25.00,600W/100Vor250V/T14.5/E39/Clear,  Eiko,HID
MH-DE70/TD/UVS/3K - $19.50,70W/T6/RSC/UVshielded,  Eiko,HID
MH-DE150/TD/UVS/3K - $19.50,150W/T7/RSC/UVshielded,  Eiko,HID
MH-DE150/TD/UVS/6K - $19.50,150W/T7/RSC/UVshielded,  Eiko,HID
MH-DE250/TD/3K - $27.50,250W/T8/FC2,  Eiko,HID
MH-DE250/TD/3K/RSC - $27.50,250W/T8/RSC,  Eiko,HID
MH-DE400/TD/3K - $40.00,400W/T9.5/FC2,  Eiko,HID
MH-SE70/UVS/3K - $40.00,70W/T7/G12/UVshielded,  Eiko,HID
MH-SE150/UVS/3K - $40.00,150W/T7/G12/UVshielded,  Eiko,HID
MH-SE150/UVS/4K - $40.00,150W/T7/G12/UVshielded,  Eiko,HID
H38JA-100/DX - $11.00,100W/ED23.5/E39/white,  Eiko,HID
H39KC-175/DX - $11.00,175W/ED28/E39/white,  Eiko,HID
H37KC-250/DX - $11.00,250W/ED28/E39/white,  Eiko,HID
MH50/U/MED - $21.00,50W/BD17/E26/clear,  Eiko,HID
MH70/U/MED - $21.00,70W/BD17/E26/clear,  Eiko,HID
MH100/U/MED - $21.00,100W/BD17/E26/clear,  Eiko,HID
MH150/U/MED - $21.00,150W/BD17/E26/coated,  Eiko,HID
MH175/C/U/MED - $21.00,175W/BD17/E26/coated,  Eiko,HID
MH175/U - $18.00,175W/B28/E39/clear,  Eiko,HID
MH250/C/U - $18.00,250W/B28/E39/coated,  Eiko,HID
MH1000/U - $28.00,1000W/BT56/E39/clear,  Eiko,HID
MH1500/U - $28.00,1500W/BT56/E39/clear,  Eiko,HID
H33GL-400DX - $10.25,400W/ED37/E39/white,  Eiko,HID
S250E28/DX/M - $19.50,250W/ED28/E26/white,  Eiko,HID
LU35/D/MED - $16.00,35W/52V/ED17/E26/Diffused,  Eiko,HID
LU50/D - $14.00,50W/52V/ED23.5/E39/Diffused,  Eiko,HID
LU50/D/MED - $12.00,50W/52V/ED17/E26/Diffused,  Eiko,HID
LU70/D - $14.00,70W/52V/ED23.5/E39/Diffused,  Eiko,HID
LU70/D/MED - $16.00,70W/52V/ED17/E26/Diffused,  Eiko,HID
LU100/D - $14.00,100W/55V/ED23.5/E39/Diffused,  Eiko,HID
LU100/D/MED - $11.00,100W/55V/ED17/E26/Diffused,  Eiko,HID
LU150/55/D/MED - $11.00,150W/55V/ED17/E26/Diffused,  Eiko,HID
LU150/55/D - $14.00,150W/55V/ED23.5/E39/Diffused,  Eiko,HID
LU150/100/D - $14.00,150W/100V/ED28/E39/Diffused,  Eiko,HID
LU250 - $10.00,250W/100V/ED18/E39/Clear,  Eiko,HID
LU310 - $19.00,310W/100V/ED18/E39/Clear,  Eiko,HID
LU400/D - $14.00,400W/100V/ED28/E39/Diffussed,  Eiko,HID
LU1000 - $25.00,1000W/250V/T21/E39/Clear,  Eiko,HID
MH-DE70/TD/UVS/4K - $19.50,70W/T6/RSC/UVshielded,  Eiko,HID
MH-DE150/TD/UVS/4K - $19.50,150W/T7/RSC/UVshielded,  Eiko,HID
MH-DE150/TD/UVS/10K - $19.50,150W/T7/RSC/UVshielded,  Eiko,HID
MH-DE250/TD/4K - $27.50,250W/T8/FC2,  Eiko,HID
MH-DE250/TD/4K/RSC - $27.50,250W/T8/RSC,  Eiko,HID
MH-DE400/TD/4K - $40.00,400W/T9.5/FC2,  Eiko,HID
MH-SE70/UVS/4K - $40.00,70W/T7/G12/UVshielded,  Eiko,HID
MH-SE150/UVS/3K - $40.00,150W/T7/G12/UVshielded,  Eiko,HID
H46DL-40/50/DX - $11.00,40-50W/ED17/E26/white,  Eiko,HID
H38MP-100/DX - $14.00,100W/A23/E26/white,  Eiko,HID
H39KB-175 - $11.00,175W/ED28/E39/clear,  Eiko,HID
MH50/C/U/MED - $21.00,50W/BD17/E26/coated,  Eiko,HID
MH70/C/U/MED - $21.00,70W/BD17/E26/coated,  Eiko,HID
MH100/C/U/MED - $21.00,100W/BD17/E26/coated,  Eiko,HID
MH150/C/U/MED - $21.00,150W/BD17/E26/coated,  Eiko,HID
MH150/U/MED - $21.00,150W/BD17/E26/clear,  Eiko,HID
MH50/U/MED - $21.00,50W/BD17/E26/clear,  Eiko,HID
MH175/C/U - $18.00,175W/B28/E39/coated,  Eiko,HID
MH400/U - $18.00,400W/B37/E39/clear,  Eiko,HID
MH1000/C/U - $28.00,1000W/BT56/E39/coated,  Eiko,HID
H37KB-250 - $10.25,250W/ED28/E39/clear,  Eiko,HID
H33CD-400 - $10.25,400W/ED37/E39/clear,  Eiko,HID
S250E28/DX - $19.50,250W/ED28/E39/white,  Eiko,HID
64260 - $16.00,64260 Slit Lamp,  Osram,Ophthalmic
CAX/130V - $5.00,50W/130V/T8/Ba15d,  GE,Ophthalmic
CAX/120V - $5.00,50W/120V/T8/Ba15d,  GE,Ophthalmic
CAX/130V Halogen Hybec - $15.00,50W/130V/T8/Ba15d,  Hybec,Ophthalmic
64610 HLX/BRL - $3.00,50W/12V/T3/G6.35,  Osram,Ophthalmic
BT53Z (19/112) - $14.50,25W/6V/Ba20d,  Dr. Fischer,Ophthalmic
CDD - $9.00,100W/120V/T8/Ba15s,  GE,Ophthalmic
ELH - $8.50,300W/120V/MR16/Gy5.3,  Eiko,Ophthalmic
64251HLX - $20.00,20W/6V/T3/Pg22,  Osram,Ophthalmic
15S11/102/IF - $2.00,15W/120V/S11/E26/IF,  Osram,Ophthalmic
25T8/SCP/6 - $15.50,25W/6V/P15S,  Import,Ophthalmic
11143 - $7.00,20W/6V/T2.5/G4,  Eiko,Ophthalmic
41328 - $17.00,4.5A/6V/S11/E14w/SpecFlange,  Eiko,Ophthalmic
41336 - $10.00,1.5W/3V/T2.5,  Eiko,Ophthalmic
41306 - $4.75,30W/6V/T8/Ba15d,  Eiko,Ophthalmic
1493 - $3.85,18W/6.5V/S8/Ba15d,  GE,Ophthalmic
1096 - $17.00,4.5A/6V/S8/DC Pf,  GE,Ophthalmic
25S11/5C - $4.00,25W/120V/S11/E12/frost,  GE,Ophthalmic
EFP/64627HLX - $9.50,100W/12V/MR16/Gz6.35,  Osram,Ophthalmic
EHJ/64655HLX - $3.00,250W/24V/T4/G6.35,  Osram,Ophthalmic
EJA - $9.50,150W/21V/MR16/Gx5.3,  Osram,Ophthalmic
EKE - $9.00,150W/21V/MR16/Gx5.3,  GE,Ophthalmic
ENX - $7.50,360W/82V/MR16/Gy5.3,  Osram,Ophthalmic
64250HLX/ESB - $4.00,20W/6V/T3.5/G4,  Osram,Ophthalmic
64623HLX/EVA - $6.00,100W/12V/T4/Gy6.35,  Osram,Ophthalmic
64625HLX/FCR - $3.25,100W/12V/T3.5/Gy6.35,  Osram,Ophthalmic
FHE/M34 - $3.95,FHE/M-34 GE,  GE,Ophthalmic
1460 - $7.50,18W/6.5V/P30d/S8,  GE,Ophthalmic
BAB - $3.50,20W/12V/MR16/GU5.3/38Deg,  GE,Ophthalmic
CAX/130V HP - $6.50,50W/130V/T8/Ba15d/2900K,  Ushio,Ophthalmic
BRL/64610 HLX - $3.00,50W/12V/T3/G6.35,  Osram,Ophthalmic
19/112 (BT53Z) - $14.50,25W/6V/Ba20d,  Import,Ophthalmic
CBX/CBS - $12.00,75W/120V/T8/Ba15d,  Ushio,Ophthalmic
DDL - $9.25,150W/20V/MR16/Gx5.3,  Osram,Ophthalmic
FHE/M34 - $3.95,20W/6V/G4,  GE,Ophthalmic
15S11/14 - $4.75,15W/120V/S11/E12/clear,  GE,Ophthalmic
25S11/2C - $4.00,25W/120V/S11/E12,  GE,Ophthalmic
25S11N/IF - $2.50,25W/120V/S11/E17/IF,  Import,Ophthalmic
41340 - $10.50,4.5A/6V/S11/E14w/SpecFlange,  Eiko,Ophthalmic
41332 - $17.00,35W/7V/S8/DCprefocus,  Eiko,Ophthalmic
41358 - $81.25,4.2A/12V/T3.25/E14w/specFlng,  Eiko,Ophthalmic
41308 - $9.00,15W/6V/T6/DC pref w/triangle flange,  Eiko,Ophthalmic
1468 - $14.50,4.5A/6V/S8/PG22,  GE,Ophthalmic
15S11/87 - $3.50,15W/120V/S11/E17/clear,  Eiko,Ophthalmic
DNF - $13.00,150W/21V/MR16/Gx7.9,  Osram,Ophthalmic
64627 HLX/EFP - $9.50,100W/12V/MR16/Gz6.35,  Osram,Ophthalmic
64655HLX/EHJ - $3.00,250W/24V/T4/G6.35,  Osram,Ophthalmic
EJV - $14.00,150W/21V/MR16/Gx5.3,  Osram,Ophthalmic
ELC - $9.00,250W/24V/MR16/Gx5.3,  Osram,Ophthalmic
ESB/64250HLX - $4.00,20W/6V/T3.5/G4,  Osram,Ophthalmic
EVA/64623HLX - $6.00,100W/12V/T4/Gy6.35,  Osram,Ophthalmic
FCR/64625HLX - $3.25,100W/12V/T3.5/Gy6.35,  Osram,Ophthalmic
1507 - $5.18,3A/12.5V/RP11/SCprefocus,  Eiko,Ophthalmic
300PAR56/MFL - $12.00,300PAR56/MFL,  Osram,Incandescent
300PAR56/NSP - $12.00,300PAR56/NSP,  Osram,Incandescent
6S6/120V - $0.46,6W/120V/S6/E12,  Eiko,Incandescent
6S6/155V - $0.46,6W/155V/S6/E12,  Eiko,Incandescent
7C7/CL/130V - $0.25,7W/130V/C7/E12,  Eiko,Incandescent
7-1/2 S11/120V/COLORS - $1.80,7-1/2W 120V/S11/E26,  GE,Incandescent
10S6/120V - $1.30,10W/120V/S6/E12/CL,  Osram,Incandescent
15A/W - $1.25,15W/120V/A15/E26,  GE,Incandescent
15S11/13 - $2.30,15W/120V/S11/E12,  Eiko,Incandescent
15S11/102/CL - $2.35,15W/120V/S11/E26/Clear,  Eiko,Incandescent
15T6 - $2.75,15W/120V/T6/E12/Clear,  GE,Incandescent
20T6.5/IF - $4.40,20W/120V/T6.5/E17/Frost,  GE,Incandescent
300PAR56/WFL - $12.00,300PAR56/WFL,  Osram,Incandescent
500PAR64/NSP - $22.50,500PAR64/NSP,  Osram,Incandescent
25S11/2C - $4.00,25W/120V/S11/E12,  GE,Incandescent
25A/W - $1.25,25W/120V/A19/E26/soft white,  GE,Incandescent
25A11N/IF - $2.50,25W/120V/S11/E17/IF,  Import,Incandescent
25T8/SCP/6 - $0.00,25W/6V/P15S,  Import,Incandescent
40G25/W - $2.30,40W/120V/G25/E26/white,  Import,Incandescent
40T10/F - $2.60,40W/120V/T10/E26/Frost,  GE,Incandescent
50PAR20/H/NFL30/130V - $5.50,50W/120V/PAR20/E26/NFL30,  Osram,Incandescent
50PAR20/H/NSP10/130V - $5.50,50W/130V/PAR20/E26/NSP10,  Osram,Incandescent
90PAR38/CAP/FL30/120V - $5.50,90W/120V/PAR38/E26MedSkt/FL30,  Osram,Incandescent
90PAR38/CAP/SP9/120V - $5.50,90W/120V/PAR38/E26MedSkt/SP9,  Osram,Incandescent
50PAR30/CAP/FL40/120V - $5.50,50W/120V/PAR30/E26/FL40,  Osram,Incandescent
50PAR30/CAP/NFL25/120V - $5.50,50W/120V/PAR30/E26/NFL25,  Osram,Incandescent
50PAR30/CAP/NSP9/120V - $5.50,50W/120V/PAR30/E26/NSP9,  Osram,Incandescent
FCL 2 Pack - $4.00,Q500T3/CL,  GE,Incandescent
15S11/87 - $1.25,15W/120V/S11/E17,  Eiko,Incandescent
40S11N/1 - $3.00,40W/120V/S11/E17/Clear,  Osram,Incandescent
6S6/130V - $0.46,6W/130V/S6/E12,  Eiko,Incandescent
6S6/DC/120V - $0.46,6W/120V/S6/Ba15d,  Eiko,Incandescent
7-1/2 S11/120V/CL - $1.45,7-1/2W/120V/S11/E26,  GE,Incandescent
7-1/2 S11/120V/CW - $1.80,7-1/2W 120V/S11/E26/ FROSTED,  GE,Incandescent
10S11N/CW - $2.50,10W/130V/S11/E17/CW,  Import,Incandescent
15S11/F - $2.00,15W/120V/S11/E12,  Eiko,Incandescent
15S11/14 - $4.75,15W/120V/S11/E12,  GE,Incandescent
15S11/102/IF - $2.00,15W/120V/S11/E26/Frost,  Osram,Incandescent
15T7N - $2.35,15W/120V/T7/E17/Clear,  Osram,Incandescent
20T6.5/DC - $5.25,20W/120V/T6.5/Ba15d/Frost,  Eiko,Incandescent
500PAR64/MFL - $22.50,500PAR64/MFL,  Osram,Incandescent
500PAR64/WFL - $22.50,500PAR64/WFL,  Osram,Incandescent
25S11/5C - $4.00,25W/120V/S11/E12/frost,  GE,Incandescent
25A/CL - $1.30,25W/120V/A19/E26/Clear,  GE,Incandescent
25T8/DC/120V - $2.45,25W/120V/T8/Ba15d,  Import,Incandescent
25T10/F/130V - $2.60,25W/130V/T10/E26/Frost,  Eiko,Incandescent
40T10 - $2.40,40W/120V/T10/E26/Clear,  GE,Incandescent
50PAR20/H/NFL30/120V - $5.50,50W/120V/PAR20/E26/NFL30,  Osram,Incandescent
50PAR20/H/NSP10/120V - $5.50,50W/120V/PAR20/E26/NSP10,  Osram,Incandescent
50PAR20/H/WFL40/120V - $5.50,50W/120V/PAR20/E26/WFL40,  Osram,Incandescent
90PAR38/CAP/FL30/130V - $5.50,90W/130V/PAR38/E26MedSkt/FL30,  Osram,Incandescent
90PAR38/CAP/SP9/130V - $5.50,90W/130V/PAR38/E26MedSkt/SP9,  Osram,Incandescent
50PAR30/CAP/FL40/130V - $5.50,50W/130V/PAR30/E26/FL40,  Osram,Incandescent
50PAR30/CAP/NFL25/130V - $5.50,50W/130V/PAR30/E26/NFL25,  Osram,Incandescent
50PAR30/CAP/NSP9/130V - $5.50,50W/130V/PAR30/E26/NSP9,  Osram,Incandescent
TCP 19/35 - $3.75,TCP 19 watt/35K spiral CFL,TCP,Compact Fluorescent Bulbs
TCP 19/27 - $3.75,TCP 19 watt/27K spiral CFL,TCP,Compact Fluorescent Bulbs
TCP 14/41 - $3.50,14Watt/41K Spiral CFL,TCP,Compact Fluorescent Bulbs
TCP 14/50 - $3.75,14 watt/50K spiral CFL,TCP,Compact Fluorescent Bulbs
TCP23/35 - $3.75,TCP 23 watt/35K spiral CFL,TCP,Compact Fluorescent Bulbs
TCP23/50 - $4.00,TCP 23 watt/50K spiral CFL,TCP,Compact Fluorescent Bulbs
TCP 19/50 - $4.00,TCP 19 watt/50K spiral CFL,TCP,Compact Fluorescent Bulbs
TCP14/27 - $3.50,14 watt/27K spiral CFL,TCP,Compact Fluorescent Bulbs
TCP 19/41 - $3.75,TCP 19 watt/41K spiral CFL,TCP,Compact Fluorescent Bulbs
TCP23/27 - $3.75,TCP 23 watt/27K spiral CFL,TCP,Compact Fluorescent Bulbs
TCP23/41 - $4.00,TCP 23 watt/41K spiral CFL,TCP,Compact Fluorescent Bulbs
FSV - $10.00,Q20MR11/12V/Ba15d/NFL30deg,  Ushio,Display Lamps
FST - $7.50,Q20MR11/12V/Ba15d/SP17deg,  Ushio,Display Lamps
FTB - $3.50,Q20MR11/12V/GZ4/NSP10deg,  Ushio,Display Lamps
FTH - $2.25,Q35MR11/12V/GZ4/NFL30deg,  Eiko,Display Lamps
FTF - $3.50,Q35MR11/12V/GZ4/SP20deg,  Ushio,Display Lamps
ESX - $3.50,Q20MR16/12V/NSP12deg,  Ushio,Display Lamps
EYS - $4.00,Q42MR16/12V/GU5.3/NFL20deg,  Eiko,Display Lamps
EXN - $2.50,Q50MR16/12V/GU5.3/FL40deg,  Eiko,Display Lamps
EXT - $3.50,Q50MR16/12V/GU5.3/NSP13deg,  Eiko,Display Lamps
FPC - $6.00,Q65MR16/12V/GU5.3/NFL24deg,  Eiko,Display Lamps
EYC - $3.50,Q75MR16/12V/GU5.3/FL38deg,  Eiko,Display Lamps
EYF - $3.50,Q75MR16/12V/GU5.3/NSP14deg,  Eiko,Display Lamps
FSB - $11.50,JDR120V75WL/M24deg/E17,  Ushio,Display Lamps
FSC - $12.00,JDR120V100WL/NFL14deg/E17,  Ushio,Display Lamps
FSF - $13.00,JDR120V100W/WFL38deg/E17,  Ushio,Display Lamps
JDR120V75WL/MF - $15.20,JDR120V75WL/MF24deg/E26,  Ushio,Display Lamps
EXK/CC - $7.00,50W/12V/MR16/Gx5.3/NFL30,  GE,Display Lamps
FSS - $10.00,Q20MR11/12V/Ba15d/NSP10deg,  Ushio,Display Lamps
FTD - $3.50,Q20MR11/12V/GZ4/NFL30deg,  Ushio,Display Lamps
FTC - $3.00,Q20MR11/12V/GZ4/SP17deg,  Ushio,Display Lamps
FTE - $3.50,Q35MR11/12V/GZ4/NSP10deg,  Ushio,Display Lamps
BAB - $3.50,Q20MR16/12V/GU5.3/FL36deg,  Ushio,Display Lamps
EYP - $3.50,Q42MR16/12V/Gu5.3/FL36deg,  Eiko,Display Lamps
EYS - $4.00,Q42MR16/12V/GU5.3/NSP12deg,  Eiko,Display Lamps
EXZ - $3.00,Q50MR16/12V/GU5.3/NFL24deg,  Eiko,Display Lamps
FPB - $3.50,Q65MR16/12V/GU5.3/FL38deg,  Eiko,Display Lamps
FPA - $3.00,Q65MR16/12V/GU5.3/NSP14deg,  Eiko,Display Lamps
EYJ - $3.50,Q75MR16/12V/GU5.3/MFL26deg,  Eiko,Display Lamps
FSA (JDR120V75WL/N14deg/E17) - $9.25,JDR120V75WL/N14deg/E17,  Ushio,Display Lamps
FSD - $11.50,JDR120V75WL/W38deg/E17,  Ushio,Display Lamps
FSE - $13.00,JDR120V100WL/MFL24deg/E17,  Ushio,Display Lamps
JDR120V75WL/N - $15.20,JDR120V75WL/N14deg/E26,  Ushio,Display Lamps
JDR120V75WL/W - $15.20,JDR120V75WL/W30deg/E26,  Ushio,Display Lamps
85 - $0.26,.04A/28V Min Wedge base,  Eiko,Miniatures
93 - $1.05,1.04A/12.8V SC bay base,  GE,Miniatures
120MB - $0.70,.025A/120V Min Bay Base,  Eiko,Miniatures
159 - $0.22,.15A/6.3V Min Wedge base,  Eiko,Miniatures
222 - $0.23,.25A/2.25V Min Screw base,  Eiko,Miniatures
327 - $0.25,.04A/28V Midget Flange base,  Eiko,Miniatures
330 - $0.75,.08A/14V Midget Flange Base,  Eiko,Miniatures
385 - $0.33,.04A/28V Midget Flange base,  Eiko,Miniatures
388 - $0.33,.04A/28V Midget Groove base,  Eiko,Miniatures
778 - $6.00,3.33A/6V 2 pin Halogen,  Eiko,Miniatures
918 - $1.00,.56A/12.8V Min Wedge base,  Eiko,Miniatures
245 - $0.60,.5A/2.46V/G3.5 Min Screw base,  Eiko,Miniatures
1129 - $1.25,2.63A/6.4V SC Bay base,  Eiko,Miniatures
1156 - $0.90,2.1A/12.8V SC Bay base,  Eiko,Miniatures
1195 - $0.85,3A/12.5V SC Bay base,  Eiko,Miniatures
1460X - $6.50,2.75A/6.5V/S8/DCprefocus,  Eiko,Miniatures
1634 - $6.50,1A/20V/S8/DCprefocus,  Eiko,Miniatures
1763 - $5.25,4.1A/6.1V/S11/SCprefocus,  Eiko,Miniatures
1819 - $0.50,.04A/28V/T3-1/4/Min Bay Base,  Eiko,Miniatures
1822 - $0.45,.1A/36V/T-3-1/4/Min Bay base,  Eiko,Miniatures
2057 - $0.45,2.1-.48A/12.8-14V/S8/DC Index Bay Base,  Eiko,Miniatures
PR2 - $0.20,.5A/2.38V/B3-1/2/SC Min Flange base,  Eiko,Miniatures
14 - $1.25,.3A/2.47V/G3-1/2/Min Screw base,  Eiko,Miniatures
46 - $0.20,.25A/6.3V/T3-1/4/Min Screw base,  Eiko,Miniatures
53X - $0.22,.12A/14.4V/G3-1/2/Min Bay base,  GE,Miniatures
57 - $0.20,.24A/14V/G4-1/2/Min Bay base,  Eiko,Miniatures
1468 - $12.00,4.5A/6V/S8/PG22,  GE,Miniatures
1507 - $5.00,3A/12.5V/RP11/SCprefocus,  Eiko,Miniatures
64341 - $23.50,30W/12V/T3/Pg2,  Osram,Miniatures
64111 - $5.00,5W/12V/BA9s,  Osram,Miniatures
64405 - $3.00,Q5T3/12V/G4,  Osram,Miniatures
64425 - $6.00,Q20T3/G4/T3,  Osram,Miniatures
64486 - $11.50,100T10/H/CF/120V,  Osram,Miniatures
87 - $0.26,1.91A/6.8V SC bay base,  Eiko,Miniatures
98 - $0.40,.62A/13V SC bay base,  Eiko,Miniatures
120PSB5 - $0.95,.025A/120V slide base 5,  Eiko,Miniatures
194 - $0.19,.27A/14V Min Wedge base,  Eiko,Miniatures
259 - $0.30,.25A/6.3V Min Wedge base,  Eiko,Miniatures
328 - $0.65,.2A/6V Midget Flange base,  Eiko,Miniatures
382 - $0.45,.08A/14V Midget Flange base,  Eiko,Miniatures
387 - $0.35,.04A/28V Midget Flange base,  Eiko,Miniatures
656 - $0.26,.06A/28V Min Wedge Base,  Eiko,Miniatures
787 - $6.00,1.67A/6V 2 pin Halogen,  Eiko,Miniatures
233 - $0.50,.27A/2.33V Min Screw Base,  Eiko,Miniatures
1096 - $12.50,4.5A/6V DC pf,  GE,Miniatures
1133 - $2.25,3.91A/6.2V SC Bay base,  Eiko,Miniatures
1157 - $0.19,2.1A/12.8V-14 DC Index Bay base,  Eiko,Miniatures
1460 - $7.50,2.75A/6.5V DC Pf base,  Eiko,Miniatures
1489 - $11.50,2.75A/6.5V/T5/Ba15s,  GE,Miniatures
1651 - $0.50,.6A/5V/S8/BA15s,  Eiko,Miniatures
1818 - $0.33,.17A/24V/T3-1/4/Min Bay Base,  Eiko,Miniatures
1820 - $0.25,.1A/28V/T3-1/4/MinBayBase,  Eiko,Miniatures
1893 - $0.35,.33A/14V/T3-1/4/Min Bay Base,  Eiko,Miniatures
2604X - $29.50,10W/5V/TL2-3/4/G4,  GE,Miniatures
PR20 - $0.27,.5A/8.63V/B3-1/2/SC Min Flange base,  Eiko,Miniatures
43 - $0.50,.5A/2.5V/T3-1/4/Min Bay base,  Eiko,Miniatures
47 - $0.35,.15A/6.3V/T3-1/4/Min Bay base,  Eiko,Miniatures
55 - $0.20,.41A/7V/G4-1/2/Min Bay base,  Eiko,Miniatures
81 - $0.27,1.02A/6.5V/G6/Ba15s,  Eiko,Miniatures
1493 - $3.85,18W/6.5V/S8/Ba15d,  GE,Miniatures
64342 - $12.00,15V/100W,  Osram,Miniatures
64260 - $16.00,30W/12V/T3/Pg2,  Osram,Miniatures
64115 - $4.00,20W/12V/BA9s,  Osram,Miniatures
64410 - $6.50,6V/10W/G4/T9,  Osram,Miniatures
64435 - $7.50,Q20T3/CL/24V,  Osram,Miniatures
64514 - $7.25,300W/120V/GX6.35,  Osram,Miniatures
WK98-UV - $104.00,WK98-UV Flashtube,  Eiko,Flashtubes
WK92-UV - $48.00,1000W/800V Novatron - #2100 thru #2160/1000w/sHeads Colorcorrected,  Eiko,Flashtubes
WK76 - $30.00,"400W/600-1000V Speedotron MW3R, MW40Q",  Eiko,Flashtubes
WK95 - $50.00,400W/400V Photogenic H4-1 (Qc4) (DM7/FT300) (Ascor 060-601) (Ascor 060-603),  Eiko,Flashtubes
WK96 - $100.00,2000W/900V Norman FQ3 Photogenic-EP287,  Eiko,Flashtubes
WK96-UV - $108.00,2000W/900V Norman FQ3 Photogenic-EP287 ColorCorrected,  Eiko,Flashtubes
WK98 - $98.00,3200W/600-1200V Speedotron MW8QV(14570)#102,  Eiko,Flashtubes
WK120HD - $20.00,400W/450V Photogenic H4-6HD,  Eiko,Flashtubes
WK140HD - $24.00,400W/450-500V Norman 400B,  Eiko,Flashtubes
WK152 - $17.00,10-30W/400V FT152A-GE,  Eiko,Flashtubes
WK92 - $48.00,1000W/800V Novatron - #2100 thru #2160/1000w/sHeads,  Eiko,Flashtubes
WK94-UV - $28.00,400W/800V Novatron #2000 thru #2060 500w/sHeads (Color Corrected),  Eiko,Flashtubes
WK76-UV - $30.00,400W 600-1000V Speedotron MW3-UV(Color Corrected),  Eiko,Flashtubes
WK93 - $22.00,200W/400V Photgenic C4-1 (A390),  Eiko,Flashtubes
WK94 - $24.00,400W/800V Novatron #2000 thru #2060 500w/sHeads,  Eiko,Flashtubes
WK97 - $51.00,400W/900V Photogenic H9-1 (MW7/FT306/B),  Eiko,Flashtubes
WK101 - $126.00,600-1000W/450-950V Photogenic C4-5,  Eiko,Flashtubes
WK120HD-UV - $24.00,400W/450V Photogenic H4-6HD Lumedyne #090-UV (DM15-UV) (Ascor 660-860) ColorCorrected,  Eiko,Flashtubes
WK140HD-UV - $25.00,400W/450-500V Norman 400B-UV ColorCorrected,  Eiko,Flashtubes
TP22XL - $12.00,TP22XL w/Cable Assy (69006),  Osram,Sockets
TP22H - $18.00,TP22H w/Cable Assy (69005),  Osram,Sockets
TP22H - $28.00,TP22H w/Cable Assy (69017),  Osram,Sockets
SFC10-4 - $35.00,SFC10-4 Lamp holder (69004),  Osram,Sockets
TP220XL - $16.00,TP220XL - $16.00,  Ushio,Sockets
